,Symbol,Open,High,Low,Close,Volume,Market Cap
653,SAGA,549.754194,645.997729,453.084334,541.028991,25545688.0,293808103.0
610,PROC,33.789546,40.171655,27.514861,33.629706,25229184.0,839642331.0
76,BCO,745.963727,816.33688,658.420714,749.600426,25225333.0,20375095831.74
876,ZER,434.312163,502.607154,368.803273,433.733585,23715302.0,820666632.0
844,XPY,359.556465,406.314588,304.143843,350.63358999999997,23648176.0,4693237106.74
854,XSN,60.567852,67.570866,56.958238,60.389981,23272125.0,5357549484.440001
373,HDAC,3.554764,3.759986,3.332371,3.497572,23210136.0,14411427488.92
205,CRDNC,103.531215,128.94359,78.264324,102.217577,23020422.0,592354771.74
597,POLIS,1745.689506,2074.826711,1494.680803,1727.978208,22698907.0,3940451176.92
712,SWTC,1.504517,1.59307,1.374765,1.47315,22076589.0,57397237067.94
204,CRC,973.307998,1171.814131,830.200429,954.777689,21311960.0,760910947.0
233,DEV,334.552272,377.774146,299.82522,334.203558,20896259.0,1919303263.22
291,ESP,0.163841537,0.189458541,0.130360107,0.163839065,20884035.0,41959897092.700005
188,CMPCO,1.994517,2.34183,1.750651,1.997702,20619646.0,3699559070.88
533,NOBL,0.42416,0.50915,0.362273,0.421651,20431749.0,938872744.0
674,SIGT,5.670403,6.556001,4.820831,5.637301,20329628.0,551292665.0
122,BTA,169.400656,192.06603,151.582927,169.369229,20236698.0,841717231.0
432,KRB,260.999165,283.782542,240.660668,260.773819,20202399.0,2352190962.96
57,ATX,2.527941,3.103733,2.115771,2.531604,20128579.06,46251798.0
493,MNTP,335.441866,381.334937,299.357432,332.314753,20074364.0,4015733411.36
265,ECN,4232.63,5459.06,3471.3430399999997,4234.4,20048515.0,15387114538.380001
408,INN,738.744593,839.162639,651.704659,729.456651,19934820.0,1604180893.48
664,SEND,41.001708,46.777733,35.267921,40.945749,19854277.0,6710325877.280001
782,VIVO,963.978084,1123.417075,841.72244,965.9617,19149005.0,883316026.0
505,MSD,4.865809,5.32194,4.018469,4.636717,18939635.0,89947185361.88
561,OPC,2.853654,3.380713,2.366394,2.817561,18737849.0,2992362677.1400003
731,TOA,2.160136,2.350408,1.981558,2.157642,18672492.0,6004765515.66
546,NYC,0.032723788,0.040094184,0.0266211212,0.033114605,18285945.0,4212692487.0
94,BITG,734.02,804.53,676.72,731.8,18068124.0,4401497320.92
698,SPRTS,0.105918429,0.129247844,0.092101654,0.105602821,18033002.0,3400820729.0
141,BTW,15.468903000000001,18.320294999999998,13.049397,15.344677,17641325.0,9209967165.64
778,VIPS,0.069213,0.079658,0.0614,0.068954,17608711.0,36542898392.78
285,EQT,144.77406,171.227384,127.643761,144.837205,17418289.0,6504425943.54
149,BUZZ,0.124862,0.155754,0.095059,0.124761,17225709.0,18810400838.54
340,GIN,823.97,894.79,763.52,819.63,16813169.0,3470728381.1800003
168,CCRB,316.558035,379.38753,248.949511,311.925966,16616366.0,3576049625.1400003
648,RUP,50.855123999999996,58.825231,43.919865,50.969603,16185698.0,14775184551.7
381,HPC,43.906691,53.192321,37.946327,44.065250999999996,16104562.0,829046522.74
181,CJ,0.551116,0.686082,0.45417799999999997,0.551879,15960019.0,2954565891.1400003
558,ONX,19.457898,22.042057,16.754752,19.413121,15920320.0,583090914.0
532,NMS,631.706075,750.866703,534.8876759999999,626.916309,15666827.0,24447821274.52
212,CRYPT,64.116056,73.915779,55.145681,64.401788,15615127.0,40508826673.880005
759,UIS,11.975668,13.766176,10.541816,11.988238,15022157.0,582389922.0
565,OXY,39.837267,44.953273,34.821321,39.596581,14973767.0,11159579595.94
193,CNT,22.06523,25.74051,18.840578,22.134426,14633152.0,1147216992.0
222,DASC,11.328133,12.041776,10.148112,11.236281,14106747.0,32301475406.2
673,SIGMA,13.09711,14.642065,11.431995,12.972113,14042375.0,86717037821.26001
723,TER,59876.327815,83180.233203,40166.95644,55893.227387,14013390.0,109328070605.6
468,MAG,75.999822,91.971909,64.479916,76.478105,13961523.0,1891949567.96
40,ARC,36.849509,42.168048,32.341544,36.799118,13438548.0,890800780.0
334,GCC,10.410868,17.726962,8.304248,10.217373,12949659.0,2411576413.96
469,MAGE,505.636,778.764922,324.492308,399.467017,12947511.0,11652878720.08
634,RBT,11.13226,14.632073,9.063096,12.047149,12801814.0,24150041642.82
55,ATMOS,24.33523,27.682458,21.30631,24.312473,12370151.0,8728237422.24
125,BTBc,6.199234,11.490861,2.139167,3.5893889999999997,12339271.0,81747580066.46
825,XGOX,1.3251,1.5589,1.10816,1.311634,12298570.0,4937229583.84
449,LINX,44.418935,51.494014,38.782887,44.518296,12215414.0,661640683.0
539,NTRN,80.643413,91.714993,69.945515,80.653186,11939026.0,2654455174.0
215,CTC,2.448401,3.228245,2.208099,2.407494,11911945.0,1559115062.44
796,WA,37.029416,40.999292,33.384884,37.198996,11836350.0,168713090775.46
70,BCA,11610.845885,13270.48211,8851.015815,10733.375768,11834022.0,20456811837.02
643,RMC,2903263.5,3187309.6,2580187.61,2898602.04,11504739.0,13155871894.12
857,XSTC,0.321802,0.410917,0.24418600000000001,0.324839,11435125.0,107358834157.68001
2,1337,0.08067661,0.097147,0.06581596,0.08047562,11354938.0,2255768482.48
742,TRUMP,65.362499,77.408106,57.49008,65.389803,11257349.0,7384807385.72
255,DSR,164.576027,201.791209,137.69316,163.87591,11114131.0,11342690736.300001
