Location IP,Collection Time,Location,Status,HTTP Status Code,DNS Response Time (ms),SSL Handshake Time (ms),Connection Time (ms),Response Time (ms),Content Length (B),Resolved IP,Reason
43.225.142.155,February 22 2023 2:30:48 PM ICT,Bangkok - TH,Up,200,90,21,5,198,24122,13.107.237.68,-
43.225.142.155,February 22 2023 2:25:24 PM ICT,Bangkok - TH,Up,200,62,18,9,135,24122,13.107.238.59,-
43.225.142.155,February 22 2023 2:20:03 PM ICT,Bangkok - TH,Up,200,120,56,24,235,24122,13.107.238.59,-
43.225.142.155,February 22 2023 2:14:41 PM ICT,Bangkok - TH,Up,200,90,13,5,194,24122,13.107.238.68,-
43.225.142.155,February 22 2023 2:09:23 PM ICT,Bangkok - TH,Up,200,109,51,48,246,24122,13.107.238.48,-
43.225.142.155,February 22 2023 2:01:48 PM ICT,Bangkok - TH,Up,200,42,17,5,99,24122,13.107.238.59,-
43.225.142.155,February 22 2023 1:56:26 PM ICT,Bangkok - TH,Up,200,988,66,32,1139,24122,13.107.253.59,-
43.225.142.155,February 22 2023 1:50:59 PM ICT,Bangkok - TH,Down,404,3,20,5,-,3450,13.107.238.59,Request URI does not exist.
39.104.161.26,February 22 2023 1:50:59 PM ICT,Huhehaote - CHN,Up,200,68,161,70,377,24122,13.107.237.46,-
185.4.176.100,February 22 2023 1:50:59 PM ICT,Yorkshire - UK,Up,200,12,37,6,65,24122,13.107.237.67,-
43.225.142.155,February 22 2023 1:45:40 PM ICT,Bangkok - TH,Up,200,2,66,29,129,24122,13.107.226.59,-
43.225.142.155,February 22 2023 1:40:26 PM ICT,Bangkok - TH,Up,200,129,54,24,258,24122,13.107.237.68,-
43.225.142.155,February 22 2023 1:35:06 PM ICT,Bangkok - TH,Up,200,891,63,24,1018,24122,13.107.238.59,-
43.225.142.155,February 22 2023 1:29:44 PM ICT,Bangkok - TH,Up,200,66,13,9,123,24122,13.107.237.59,-
43.225.142.155,February 22 2023 1:24:18 PM ICT,Bangkok - TH,Up,200,1189,58,28,1310,24122,13.107.237.59,-
43.225.142.155,February 22 2023 1:19:07 PM ICT,Bangkok - TH,Up,200,36,67,31,167,24122,13.107.253.59,-
43.225.142.155,February 22 2023 1:13:56 PM ICT,Bangkok - TH,Up,200,1001,19,4,1057,24122,13.107.237.59,-
43.225.142.155,February 22 2023 1:08:43 PM ICT,Bangkok - TH,Up,200,11,65,28,146,24122,13.107.226.59,-
43.133.98.45,February 22 2023 1:03:23 PM ICT,Bangkok - TH,Up,200,1,10,2,101,24122,13.107.238.68,-
43.133.98.45,February 22 2023 12:58:02 PM ICT,Bangkok - TH,Up,200,1,9,2,41,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:52:49 PM ICT,Bangkok - TH,Up,200,63,52,24,187,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:47:31 PM ICT,Bangkok - TH,Up,200,7,51,23,129,24122,13.107.238.59,-
43.133.98.45,February 22 2023 12:42:15 PM ICT,Bangkok - TH,Up,200,27,50,21,133,24122,13.107.238.59,-
43.225.142.155,February 22 2023 12:36:59 PM ICT,Bangkok - TH,Up,200,69,57,25,185,24122,13.107.238.59,-
43.225.142.155,February 22 2023 12:31:40 PM ICT,Bangkok - TH,Up,200,204,58,24,333,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:26:05 PM ICT,Bangkok - TH,Up,200,174,14,4,277,24122,13.107.237.68,-
43.133.98.45,February 22 2023 12:20:49 PM ICT,Bangkok - TH,Up,200,1,11,2,43,24122,13.107.237.48,-
43.133.98.45,February 22 2023 12:15:38 PM ICT,Bangkok - TH,Up,200,28,52,22,136,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:10:25 PM ICT,Bangkok - TH,Up,200,156,21,9,224,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:05:12 PM ICT,Bangkok - TH,Up,200,117,57,25,234,24122,13.107.238.68,-
43.133.98.45,February 22 2023 11:59:56 AM ICT,Bangkok - TH,Up,200,29,16,3,78,24122,13.107.238.59,-
43.133.98.45,February 22 2023 11:54:46 AM ICT,Bangkok - TH,Up,200,28,48,22,128,24122,13.107.238.48,-
43.133.98.45,February 22 2023 11:49:29 AM ICT,Bangkok - TH,Up,200,163,19,8,279,24122,13.107.238.48,-
43.225.142.155,February 22 2023 11:44:17 AM ICT,Bangkok - TH,Up,200,34,16,9,92,24122,13.107.237.68,-
43.133.98.45,February 22 2023 11:39:08 AM ICT,Bangkok - TH,Up,200,27,12,1,133,24122,13.107.237.59,-
43.225.142.155,February 22 2023 11:33:56 AM ICT,Bangkok - TH,Up,200,169,56,23,284,24122,13.107.237.68,-
43.133.98.45,February 22 2023 11:28:45 AM ICT,Bangkok - TH,Up,200,82,51,21,199,24122,13.107.238.48,-
43.225.142.155,February 22 2023 11:23:33 AM ICT,Bangkok - TH,Up,200,68,65,23,224,24122,13.107.238.59,-
43.133.98.45,February 22 2023 11:18:17 AM ICT,Bangkok - TH,Up,200,30,9,1,71,24122,13.107.237.59,-
43.225.142.155,February 22 2023 11:13:03 AM ICT,Bangkok - TH,Up,200,1007,56,25,1123,24122,13.107.238.59,-
43.225.142.155,February 22 2023 11:07:45 AM ICT,Bangkok - TH,Up,200,168,58,34,307,24122,13.107.238.59,-
43.225.142.155,February 22 2023 11:02:36 AM ICT,Bangkok - TH,Up,200,1,66,29,131,24122,13.107.226.59,-
43.225.142.155,February 22 2023 10:57:27 AM ICT,Bangkok - TH,Up,200,38,43,6,122,24122,13.107.237.59,-
43.225.142.155,February 22 2023 10:52:20 AM ICT,Bangkok - TH,Up,200,151,53,25,292,24122,13.107.237.59,-
43.225.142.155,February 22 2023 10:47:11 AM ICT,Bangkok - TH,Up,200,96,16,5,203,24122,13.107.238.59,-
43.225.142.155,February 22 2023 10:42:03 AM ICT,Bangkok - TH,Up,200,34,60,24,154,24122,13.107.237.48,-
43.225.142.155,February 22 2023 10:36:53 AM ICT,Bangkok - TH,Up,200,120,58,25,259,24122,13.107.237.59,-
43.133.98.45,February 22 2023 10:31:38 AM ICT,Bangkok - TH,Down,404,28,289,21,-,3450,13.107.237.59,Request URI does not exist.
119.82.29.196,February 22 2023 10:31:38 AM ICT,Nagano - JP,Up,200,1,27,6,48,24122,13.107.237.46,-
15.185.128.126,February 22 2023 10:31:38 AM ICT,Manama - BH,Up,200,126,36,10,263,24122,13.107.238.68,-
43.225.142.155,February 22 2023 10:26:29 AM ICT,Bangkok - TH,Up,200,245,66,29,374,24122,13.107.226.59,-
43.225.142.155,February 22 2023 10:21:14 AM ICT,Bangkok - TH,Up,200,143,56,23,275,24122,13.107.238.59,-
43.133.98.45,February 22 2023 10:15:56 AM ICT,Bangkok - TH,Down,404,80,16,6,-,3450,13.107.238.68,Request URI does not exist.
172.105.0.109,February 22 2023 10:15:56 AM ICT,Toronto - CA,Down,400,30,32,12,-,194,13.107.237.51,HTTP Request error.
139.59.12.64,February 22 2023 10:15:56 AM ICT,Bengaluru - IN,Down,400,1,31,8,-,198,13.107.253.59,HTTP Request error.
43.133.98.45,February 22 2023 10:10:40 AM ICT,Bangkok - TH,Down,400,29,60,21,-,194,13.107.238.59,HTTP Request error.
178.162.205.11,February 22 2023 10:10:40 AM ICT,Frankfurt - DE,Down,404,9,19,5,-,3450,13.107.238.45,Request URI does not exist.
172.105.180.58,February 22 2023 10:10:40 AM ICT,Sydney - AUS,Down,400,15,24,1,-,194,13.107.238.32,HTTP Request error.
43.133.98.45,February 22 2023 10:05:23 AM ICT,Bangkok - TH,Down,404,80,9,2,-,3450,13.107.238.48,Request URI does not exist.
95.141.37.142,February 22 2023 10:05:23 AM ICT,Milano - IT,Down,400,10,21,6,-,194,13.107.237.45,HTTP Request error.
74.118.137.52,February 22 2023 10:05:23 AM ICT,Pittsburgh - US,Down,400,42,81,27,-,198,13.107.253.40,HTTP Request error.
43.225.142.155,February 22 2023 10:00:12 AM ICT,Bangkok - TH,Down,400,66,58,25,-,194,13.107.237.68,HTTP Request error.
31.7.56.242,February 22 2023 10:00:12 AM ICT,Zurich - CH,Down,400,5,41,13,-,194,13.107.237.60,HTTP Request error.
89.43.108.188,February 22 2023 10:00:12 AM ICT,Tokyo - JP,Down,404,2,7,1,-,3450,13.107.237.46,Request URI does not exist.
43.225.142.155,February 22 2023 9:54:58 AM ICT,Bangkok - TH,Down,404,0,13,5,-,3450,13.107.238.59,Request URI does not exist.
207.244.104.49,February 22 2023 9:54:58 AM ICT,Virginia - US,Down,400,3,19,3,-,198,13.107.226.40,HTTP Request error.
23.83.129.144,February 22 2023 9:54:58 AM ICT,Phoenix - US,Down,400,80,51,13,-,198,13.107.237.57,HTTP Request error.
43.225.142.155,February 22 2023 9:52:28 AM ICT,Bangkok - TH,Down,404,32,21,21,-,3450,13.107.238.59,Request URI does not exist.
43.225.142.155,February 22 2023 9:50:20 AM ICT,Bangkok - TH,Down,0,-,-,-,-,0,-,"Unable to resolve the IP address for the configured domain name ""openai.com""."
43.225.142.155,February 22 2023 9:47:51 AM ICT,Bangkok - TH,Down,0,-,-,-,-,-,-,Host Name is not resolved
203.83.244.42,February 22 2023 9:47:51 AM ICT,Nagano - JP,Down,0,-,-,-,-,0,-,"Unable to resolve the IP address for the configured domain name ""openai.com""."
81.181.106.37,February 22 2023 9:47:51 AM ICT,Miami - US,Down,0,-,-,-,-,0,-,"Unable to resolve the IP address for the configured domain name ""openai.com""."
43.225.142.155,February 22 2023 9:43:15 AM ICT,Bangkok - TH,Up,200,0,51,24,106,24122,13.107.238.48,-
43.225.142.155,February 22 2023 9:42:18 AM ICT,Bangkok - TH,Down,480,-,-,-,-,-,13.107.238.48,Secure Connection Failed
203.83.244.42,February 22 2023 9:42:18 AM ICT,Nagano - JP,Down,400,8,23,6,-,194,13.107.238.46,HTTP Request error.
103.77.234.74,February 22 2023 9:42:18 AM ICT,Perth - AUS,Down,400,107,84,38,-,194,13.107.237.31,HTTP Request error.
43.225.142.155,February 22 2023 9:37:08 AM ICT,Bangkok - TH,Up,200,41,35,5,119,24122,13.107.238.59,-
43.225.142.155,February 22 2023 9:31:54 AM ICT,Bangkok - TH,Up,200,63,15,4,114,24122,13.107.237.48,-
43.225.142.155,February 22 2023 9:26:36 AM ICT,Bangkok - TH,Up,200,98,14,6,151,24122,13.107.237.68,-
43.225.142.155,February 22 2023 9:21:28 AM ICT,Bangkok - TH,Up,200,34,16,5,88,24122,13.107.238.59,-
43.225.142.155,February 22 2023 9:16:19 AM ICT,Bangkok - TH,Up,200,69,57,27,191,24122,13.107.238.59,-
43.225.142.155,February 22 2023 9:11:06 AM ICT,Bangkok - TH,Up,200,2,23,7,74,24122,13.107.238.59,-
43.225.142.155,February 22 2023 9:05:54 AM ICT,Bangkok - TH,Up,200,1,14,5,55,24122,13.107.237.59,-
43.225.142.155,February 22 2023 9:00:41 AM ICT,Bangkok - TH,Up,200,32,13,5,82,24122,13.107.237.59,-
43.225.142.155,February 22 2023 8:55:27 AM ICT,Bangkok - TH,Up,200,40,21,4,157,24122,13.107.238.59,-
43.225.142.155,February 22 2023 8:50:18 AM ICT,Bangkok - TH,Up,200,152,15,4,203,24122,13.107.237.59,-
43.225.142.155,February 22 2023 8:45:07 AM ICT,Bangkok - TH,Up,200,70,56,24,185,24122,13.107.238.59,-
43.225.142.155,February 22 2023 8:39:49 AM ICT,Bangkok - TH,Up,200,56,12,3,103,24122,13.107.238.59,-
43.225.142.155,February 22 2023 8:34:38 AM ICT,Bangkok - TH,Up,200,28,77,52,220,24122,13.107.238.59,-
43.133.98.45,February 22 2023 8:29:26 AM ICT,Bangkok - TH,Up,200,29,11,2,157,24122,13.107.237.59,-
43.133.98.45,February 22 2023 8:24:13 AM ICT,Bangkok - TH,Up,200,29,60,22,144,24122,13.107.237.59,-
43.225.142.155,February 22 2023 8:19:00 AM ICT,Bangkok - TH,Up,200,1000,14,4,1107,24122,13.107.238.59,-
43.225.142.155,February 22 2023 8:13:45 AM ICT,Bangkok - TH,Up,200,67,55,25,195,24122,13.107.237.59,-
43.225.142.155,February 22 2023 8:08:30 AM ICT,Bangkok - TH,Up,200,67,13,4,116,24122,13.107.238.59,-
43.225.142.155,February 22 2023 8:03:15 AM ICT,Bangkok - TH,Up,200,899,13,4,997,24122,13.107.238.59,-
43.225.142.155,February 22 2023 7:58:01 AM ICT,Bangkok - TH,Up,200,34,15,5,138,24122,13.107.237.59,-
43.225.142.155,February 22 2023 7:52:50 AM ICT,Bangkok - TH,Up,200,63,53,23,191,24122,13.107.237.59,-
43.225.142.155,February 22 2023 7:47:39 AM ICT,Bangkok - TH,Up,200,67,56,24,225,24122,13.107.237.59,-
43.225.142.155,February 22 2023 7:42:20 AM ICT,Bangkok - TH,Up,200,32,14,5,137,24122,13.107.237.59,-
43.225.142.155,February 22 2023 7:37:11 AM ICT,Bangkok - TH,Up,200,33,57,25,150,24122,13.107.238.48,-
43.225.142.155,February 22 2023 7:31:55 AM ICT,Bangkok - TH,Up,200,50,59,24,178,24122,13.107.238.59,-
43.225.142.155,February 22 2023 7:26:40 AM ICT,Bangkok - TH,Up,200,71,87,44,260,24122,13.107.238.59,-
43.133.98.45,February 22 2023 7:21:31 AM ICT,Bangkok - TH,Up,200,32,73,24,206,24122,13.107.237.59,-
43.225.142.155,February 22 2023 7:16:19 AM ICT,Bangkok - TH,Up,200,70,57,25,188,24122,13.107.238.59,-
43.225.142.155,February 22 2023 7:11:10 AM ICT,Bangkok - TH,Up,200,68,12,3,165,24122,13.107.237.59,-
43.225.142.155,February 22 2023 7:06:03 AM ICT,Bangkok - TH,Up,200,152,13,4,249,24122,13.107.238.59,-
43.225.142.155,February 22 2023 7:00:51 AM ICT,Bangkok - TH,Up,200,2,60,25,124,24122,13.107.237.59,-
43.133.98.45,February 22 2023 6:55:39 AM ICT,Bangkok - TH,Up,200,34,115,5,241,24122,13.107.238.59,-
43.225.142.155,February 22 2023 6:50:24 AM ICT,Bangkok - TH,Up,200,64,68,24,222,24122,13.107.237.59,-
43.133.98.45,February 22 2023 6:45:16 AM ICT,Bangkok - TH,Up,200,99,57,21,237,24122,13.107.237.59,-
43.133.98.45,February 22 2023 6:40:06 AM ICT,Bangkok - TH,Up,200,30,9,2,120,24122,13.107.238.59,-
43.225.142.155,February 22 2023 6:34:57 AM ICT,Bangkok - TH,Up,200,1,14,5,101,24122,13.107.238.59,-
43.133.98.45,February 22 2023 6:29:40 AM ICT,Bangkok - TH,Up,200,29,54,22,192,24122,13.107.237.59,-
43.225.142.155,February 22 2023 6:24:24 AM ICT,Bangkok - TH,Up,200,42,15,5,147,24122,13.107.238.59,-
43.225.142.155,February 22 2023 6:19:13 AM ICT,Bangkok - TH,Up,200,66,14,4,116,24122,13.107.237.59,-
43.225.142.155,February 22 2023 6:14:02 AM ICT,Bangkok - TH,Up,200,76,13,4,174,24122,13.107.238.59,-
43.225.142.155,February 22 2023 6:08:54 AM ICT,Bangkok - TH,Up,200,68,61,25,195,24122,13.107.238.59,-
43.225.142.155,February 22 2023 6:03:43 AM ICT,Bangkok - TH,Up,200,31,54,24,202,24122,13.107.238.59,-
43.225.142.155,February 22 2023 5:58:34 AM ICT,Bangkok - TH,Up,200,41,55,23,172,24122,13.107.237.59,-
43.225.142.155,February 22 2023 5:53:23 AM ICT,Bangkok - TH,Up,200,67,58,25,229,24122,13.107.237.59,-
43.225.142.155,February 22 2023 5:48:11 AM ICT,Bangkok - TH,Up,200,68,13,4,168,24122,13.107.237.59,-
43.133.98.45,February 22 2023 5:42:55 AM ICT,Bangkok - TH,Up,200,32,56,22,220,24122,13.107.237.59,-
43.133.98.45,February 22 2023 5:37:43 AM ICT,Bangkok - TH,Up,200,28,53,22,182,24122,13.107.238.59,-
43.225.142.155,February 22 2023 5:32:26 AM ICT,Bangkok - TH,Up,200,238,54,24,380,24122,13.107.238.59,-
43.225.142.155,February 22 2023 5:27:14 AM ICT,Bangkok - TH,Up,200,60,58,24,244,24122,13.107.237.59,-
43.133.98.45,February 22 2023 5:22:02 AM ICT,Bangkok - TH,Up,200,82,53,21,210,24122,13.107.238.48,-
43.133.98.45,February 22 2023 5:16:43 AM ICT,Bangkok - TH,Up,200,29,56,22,150,24122,13.107.237.59,-
43.225.142.155,February 22 2023 5:11:27 AM ICT,Bangkok - TH,Up,200,13,59,29,212,24122,13.107.237.59,-
43.225.142.155,February 22 2023 5:04:47 AM ICT,Bangkok - TH,Up,200,31,12,4,154,24122,13.107.238.59,-
43.133.98.45,February 22 2023 4:59:31 AM ICT,Bangkok - TH,Up,200,31,52,21,137,24122,13.107.237.59,-
43.225.142.155,February 22 2023 4:54:13 AM ICT,Bangkok - TH,Up,200,32,57,27,152,24122,13.107.238.59,-
43.225.142.155,February 22 2023 4:48:59 AM ICT,Bangkok - TH,Up,200,33,57,24,189,24122,13.107.238.59,-
43.133.98.45,February 22 2023 4:43:40 AM ICT,Bangkok - TH,Up,200,82,53,21,200,24122,13.107.238.59,-
43.133.98.45,February 22 2023 4:38:23 AM ICT,Bangkok - TH,Up,200,31,10,2,123,24122,13.107.237.59,-
43.225.142.155,February 22 2023 4:33:09 AM ICT,Bangkok - TH,Up,200,66,13,4,166,24122,13.107.237.59,-
43.133.98.45,February 22 2023 4:27:51 AM ICT,Bangkok - TH,Up,200,28,54,23,185,24122,13.107.237.59,-
43.133.98.45,February 22 2023 4:22:38 AM ICT,Bangkok - TH,Up,200,28,53,21,179,24122,13.107.237.59,-
43.225.142.155,February 22 2023 4:17:25 AM ICT,Bangkok - TH,Up,200,63,55,24,199,24122,13.107.238.59,-
43.225.142.155,February 22 2023 4:12:11 AM ICT,Bangkok - TH,Up,200,66,56,23,219,24122,13.107.238.59,-
43.225.142.155,February 22 2023 4:06:55 AM ICT,Bangkok - TH,Up,200,115,12,4,213,24122,13.107.237.48,-
43.225.142.155,February 22 2023 4:01:41 AM ICT,Bangkok - TH,Up,200,34,65,27,210,24122,13.107.238.59,-
43.225.142.155,February 22 2023 3:56:26 AM ICT,Bangkok - TH,Up,200,41,61,27,165,24122,13.107.238.59,-
43.225.142.155,February 22 2023 3:51:05 AM ICT,Bangkok - TH,Up,200,155,13,3,257,24122,13.107.238.59,-
43.225.142.155,February 22 2023 3:45:50 AM ICT,Bangkok - TH,Up,200,69,14,4,119,24122,13.107.237.59,-
43.225.142.155,February 22 2023 3:40:33 AM ICT,Bangkok - TH,Up,200,71,58,24,258,24122,13.107.237.59,-
43.225.142.155,February 22 2023 3:35:18 AM ICT,Bangkok - TH,Up,200,905,55,24,1038,24122,13.107.238.59,-
43.225.142.155,February 22 2023 3:30:06 AM ICT,Bangkok - TH,Up,200,6,15,4,133,24122,13.107.238.59,-
43.133.98.45,February 22 2023 3:24:53 AM ICT,Bangkok - TH,Up,200,30,9,2,121,24122,13.107.237.59,-
43.225.142.155,February 22 2023 3:19:30 AM ICT,Bangkok - TH,Up,200,63,59,26,227,24122,13.107.238.59,-
43.133.98.45,February 22 2023 3:14:18 AM ICT,Bangkok - TH,Up,200,108,15,2,257,24122,13.107.237.59,-
43.133.98.45,February 22 2023 3:09:00 AM ICT,Bangkok - TH,Up,200,29,9,2,118,24122,13.107.238.59,-
43.225.142.155,February 22 2023 3:03:44 AM ICT,Bangkok - TH,Up,200,70,57,24,225,24122,13.107.238.59,-
43.225.142.155,February 22 2023 2:58:25 AM ICT,Bangkok - TH,Up,200,65,16,5,169,24122,13.107.237.59,-
43.225.142.155,February 22 2023 2:53:14 AM ICT,Bangkok - TH,Up,200,31,15,4,130,24122,13.107.237.59,-
43.225.142.155,February 22 2023 2:48:00 AM ICT,Bangkok - TH,Up,200,61,57,24,179,24122,13.107.237.59,-
43.225.142.155,February 22 2023 2:42:48 AM ICT,Bangkok - TH,Up,200,152,14,5,254,24122,13.107.237.59,-
43.225.142.155,February 22 2023 2:37:32 AM ICT,Bangkok - TH,Up,200,64,17,8,172,24122,13.107.238.59,-
43.133.98.45,February 22 2023 2:32:12 AM ICT,Bangkok - TH,Up,200,84,13,5,179,24122,13.107.237.48,-
43.133.98.45,February 22 2023 2:26:54 AM ICT,Bangkok - TH,Up,200,31,11,2,123,24122,13.107.237.59,-
43.225.142.155,February 22 2023 2:21:43 AM ICT,Bangkok - TH,Up,200,208,61,25,330,24122,13.107.237.59,-
43.225.142.155,February 22 2023 2:16:23 AM ICT,Bangkok - TH,Up,200,1001,51,23,1119,24122,13.107.237.59,-
43.133.98.45,February 22 2023 2:11:10 AM ICT,Bangkok - TH,Up,200,81,58,21,195,24122,13.107.237.48,-
43.225.142.155,February 22 2023 2:05:53 AM ICT,Bangkok - TH,Up,200,1,58,25,165,24122,13.107.237.59,-
43.133.98.45,February 22 2023 2:00:36 AM ICT,Bangkok - TH,Up,200,81,9,2,192,24122,13.107.237.48,-
43.133.98.45,February 22 2023 1:55:19 AM ICT,Bangkok - TH,Up,200,30,57,22,141,24122,13.107.237.59,-
43.225.142.155,February 22 2023 1:50:04 AM ICT,Bangkok - TH,Up,200,181,59,30,321,24122,13.107.237.59,-
43.225.142.155,February 22 2023 1:44:49 AM ICT,Bangkok - TH,Up,200,70,36,12,199,24122,13.107.237.59,-
43.133.98.45,February 22 2023 1:39:34 AM ICT,Bangkok - TH,Up,200,82,9,1,179,24122,13.107.238.48,-
43.225.142.155,February 22 2023 1:34:20 AM ICT,Bangkok - TH,Up,200,63,12,4,161,24122,13.107.237.59,-
43.133.98.45,February 22 2023 1:29:06 AM ICT,Bangkok - TH,Up,200,36,69,3,191,24122,13.107.238.59,-
43.225.142.155,February 22 2023 1:23:51 AM ICT,Bangkok - TH,Up,200,60,12,3,155,24122,13.107.238.59,-
43.225.142.155,February 22 2023 1:18:35 AM ICT,Bangkok - TH,Up,200,59,15,5,160,24122,13.107.238.59,-
43.225.142.155,February 22 2023 1:13:21 AM ICT,Bangkok - TH,Up,200,931,57,24,1045,24122,13.107.238.59,-
43.225.142.155,February 22 2023 1:08:06 AM ICT,Bangkok - TH,Up,200,38,57,24,155,24122,13.107.237.59,-
43.133.98.45,February 22 2023 1:02:43 AM ICT,Bangkok - TH,Up,200,30,10,2,121,24122,13.107.237.59,-
43.133.98.45,February 22 2023 12:57:25 AM ICT,Bangkok - TH,Up,200,28,9,2,122,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:52:11 AM ICT,Bangkok - TH,Up,200,64,56,24,183,24122,13.107.238.59,-
43.225.142.155,February 22 2023 12:46:56 AM ICT,Bangkok - TH,Up,200,121,60,24,252,24122,13.107.237.59,-
43.225.142.155,February 22 2023 12:41:32 AM ICT,Bangkok - TH,Up,200,69,58,25,189,24122,13.107.238.59,-
43.225.142.155,February 22 2023 12:36:12 AM ICT,Bangkok - TH,Up,200,63,56,24,182,24122,13.107.238.59,-
43.225.142.155,February 22 2023 12:30:52 AM ICT,Bangkok - TH,Up,200,76,57,24,232,24122,13.107.238.59,-
43.225.142.155,February 22 2023 12:25:28 AM ICT,Bangkok - TH,Up,200,68,23,9,191,24122,13.107.238.59,-
43.133.98.45,February 22 2023 12:20:10 AM ICT,Bangkok - TH,Up,200,81,51,21,203,24122,13.107.238.48,-
43.133.98.45,February 22 2023 12:14:55 AM ICT,Bangkok - TH,Up,200,81,10,4,126,24122,13.107.237.68,-
43.225.142.155,February 22 2023 12:09:37 AM ICT,Bangkok - TH,Up,200,69,59,25,189,24122,13.107.238.59,-
43.133.98.45,February 22 2023 12:04:16 AM ICT,Bangkok - TH,Up,200,2,12,2,97,24122,13.107.237.68,-
43.225.142.155,February 21 2023 11:58:56 PM ICT,Bangkok - TH,Up,200,32,16,5,87,24122,13.107.238.59,-
43.225.142.155,February 21 2023 11:53:31 PM ICT,Bangkok - TH,Up,200,65,57,24,182,24122,13.107.238.59,-
43.133.98.45,February 21 2023 11:48:14 PM ICT,Bangkok - TH,Up,200,31,9,1,120,24122,13.107.238.59,-
43.133.98.45,February 21 2023 11:42:53 PM ICT,Bangkok - TH,Up,200,30,10,2,136,24122,13.107.237.59,-
43.133.98.45,February 21 2023 11:37:34 PM ICT,Bangkok - TH,Up,200,39,298,23,459,24122,13.107.237.59,-
43.225.142.155,February 21 2023 11:32:17 PM ICT,Bangkok - TH,Up,200,34,58,27,201,24122,13.107.238.68,-
43.225.142.155,February 21 2023 11:26:58 PM ICT,Bangkok - TH,Up,200,71,19,6,176,24122,13.107.238.59,-
43.225.142.155,February 21 2023 11:21:35 PM ICT,Bangkok - TH,Up,200,999,13,4,1048,24122,13.107.237.48,-
43.225.142.155,February 21 2023 11:16:15 PM ICT,Bangkok - TH,Up,200,66,66,29,235,24122,13.107.238.59,-
43.225.142.155,February 21 2023 11:10:55 PM ICT,Bangkok - TH,Up,200,68,60,24,188,24122,13.107.237.59,-
43.133.98.45,February 21 2023 11:05:36 PM ICT,Bangkok - TH,Up,200,80,11,2,122,24122,13.107.237.68,-
43.133.98.45,February 21 2023 11:00:15 PM ICT,Bangkok - TH,Up,200,29,68,32,178,24122,13.107.238.59,-
43.225.142.155,February 21 2023 10:54:52 PM ICT,Bangkok - TH,Up,200,33,66,29,169,24122,13.107.237.59,-
43.133.98.45,February 21 2023 10:49:34 PM ICT,Bangkok - TH,Up,200,0,62,26,126,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:44:14 PM ICT,Bangkok - TH,Up,200,68,13,4,175,24122,13.107.237.59,-
43.133.98.45,February 21 2023 10:38:51 PM ICT,Bangkok - TH,Up,200,30,55,23,143,24122,13.107.238.59,-
43.225.142.155,February 21 2023 10:33:35 PM ICT,Bangkok - TH,Up,200,9,68,51,164,24122,13.107.238.59,-
43.225.142.155,February 21 2023 10:28:13 PM ICT,Bangkok - TH,Up,200,1,13,4,50,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:22:53 PM ICT,Bangkok - TH,Up,200,92,64,27,219,24122,13.107.237.68,-
43.225.142.155,February 21 2023 10:17:32 PM ICT,Bangkok - TH,Up,200,161,60,26,284,24122,13.107.238.68,-
43.225.142.155,February 21 2023 10:12:04 PM ICT,Bangkok - TH,Up,200,948,15,4,1003,24122,13.107.237.59,-
43.225.142.155,February 21 2023 10:06:41 PM ICT,Bangkok - TH,Up,200,2,58,25,120,24122,13.107.237.48,-
43.225.142.155,February 21 2023 10:01:24 PM ICT,Bangkok - TH,Up,200,70,14,3,118,24122,13.107.238.59,-
43.225.142.155,February 21 2023 9:55:58 PM ICT,Bangkok - TH,Up,200,171,58,25,290,24122,13.107.238.68,-
43.225.142.155,February 21 2023 9:50:36 PM ICT,Bangkok - TH,Up,200,1001,59,26,1122,24122,13.107.238.59,-
43.225.142.155,February 21 2023 9:45:13 PM ICT,Bangkok - TH,Up,200,943,16,7,1005,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:39:55 PM ICT,Bangkok - TH,Up,200,1001,58,26,1121,24122,13.107.238.48,-
43.225.142.155,February 21 2023 9:34:39 PM ICT,Bangkok - TH,Up,200,70,53,24,180,24122,13.107.238.59,-
43.225.142.155,February 21 2023 9:29:22 PM ICT,Bangkok - TH,Up,200,167,34,8,249,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:24:01 PM ICT,Bangkok - TH,Up,200,72,13,8,129,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:18:35 PM ICT,Bangkok - TH,Up,200,1000,14,4,1054,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:13:16 PM ICT,Bangkok - TH,Up,200,72,57,26,203,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:07:57 PM ICT,Bangkok - TH,Up,200,1,18,7,137,24122,13.107.237.59,-
43.225.142.155,February 21 2023 9:02:32 PM ICT,Bangkok - TH,Up,200,1000,14,4,1050,24122,13.107.238.59,-
